# HelioClim-3 Archive Database of Solar Irradiance v5 (derived from satellite data)
# Provider;MINES ParisTech / Armines / Transvalor (France)
# More information at;http://www.soda-is.com
# Site latitude (positive means North);40.836
# Site longitude (positive means East);14.249
# Elevation (m);28
# Date beginning;2005-01-01
# Date end;2005-12-31
# Time reference (hour);TST
# Summarization (period of integration);15 minutes (min)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization
# Tilt angle (degrees);20.0 
# Azimuth angle (degrees); 270.0 
# Albedo of the ground;0.20 
# Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM)
# Calibration;None
# Minimum Sun Elevation;12
#
# Columns:
# Irradiation (Wh/m2);Irradiation over the period (-999 if no data)
# Clear-Sky (Wh/m2);Irradiation over the period if the sky were clear
# Top of Atmosphere (Wh/m2);Irradiation over the period at the top of the atmosphere (extraterrestrial)
# Code;0: no data, 1: sun below horizon, 2: satellite assessment, 5: interpolation in time

# Irradiation values on inclined surface from HelioClim-3
# Date;Time;Direct Inclined;Diffuse Inclined;Reflected;Global Inclined;Direct Horiz;Diffuse Horiz;Global Horiz;Clear-Sky;Top of Atmosphere;Code
2005-01-01;00:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;00:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;07:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;07:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;07:30;0.0000;0.0689;0.0009;0.0699;0.0000;0.0747;0.0747;0.1172;0.6932;5
2005-01-01;07:45;0.0000;1.5191;0.0218;1.5409;0.0756;1.6454;1.7211;3.5911;11.9404;5
2005-01-01;08:00;0.0000;4.3401;0.0633;4.4034;0.2972;4.7011;4.9983;10.6737;26.4137;5
2005-01-01;08:15;0.0000;7.8012;0.1189;7.9201;0.7846;8.6067;9.3913;19.3286;40.3891;5
2005-01-01;08:30;0.0000;11.4100;0.1867;11.5967;1.9184;12.8215;14.7399;28.6406;53.8069;5
2005-01-01;08:45;0.0000;14.8070;0.2623;15.0692;3.7136;16.9940;20.7075;38.1205;66.6096;5
2005-01-01;09:00;0.0035;17.3623;0.3752;17.7410;8.5521;21.0714;29.6235;47.4803;78.7424;2
2005-01-01;09:15;2.4335;16.3512;0.5709;19.3555;23.0699;22.0026;45.0725;56.5328;90.1533;2
2005-01-01;09:30;7.8019;16.3175;0.7020;24.8214;33.0550;22.3702;55.4252;65.1448;100.7935;2
2005-01-01;09:45;10.7423;21.5937;0.7210;33.0571;29.9296;26.9968;56.9265;73.2149;110.6173;2
2005-01-01;10:00;23.0273;16.7942;0.9317;40.7531;51.2042;22.3595;73.5637;80.6627;119.5828;2
2005-01-01;10:15;31.8189;16.7891;1.0375;49.6455;60.0784;21.8406;81.9190;87.4240;127.6515;2
2005-01-01;10:30;40.1418;17.2712;1.1241;58.5371;66.9765;21.7749;88.7514;93.4430;134.7890;2
2005-01-01;10:45;46.8162;18.6621;1.1829;66.6612;70.7262;22.6731;93.3993;98.6747;140.9645;2
2005-01-01;11:00;54.7285;19.0537;1.2486;75.0307;76.1080;22.4760;98.5840;103.0827;146.1517;2
2005-01-01;11:15;62.3355;19.3509;1.3039;82.9903;80.7797;22.1732;102.9529;106.6377;150.3284;2
2005-01-01;11:30;67.7505;20.4679;1.3322;89.5507;82.4344;22.7523;105.1866;109.3170;153.4766;2
2005-01-01;11:45;74.9735;20.3210;1.3704;96.6649;86.2174;21.9840;108.2014;111.1036;155.5830;2
2005-01-01;12:00;77.8179;21.8473;1.3666;101.0318;84.9183;22.9814;107.8997;111.9865;156.6384;2
2005-01-01;12:15;80.8472;22.8283;1.3597;105.0352;83.9576;23.3964;107.3540;111.9602;156.6384;2
2005-01-01;12:30;84.6506;23.0397;1.3533;109.0436;83.8374;23.0136;106.8511;111.0249;155.5830;2
2005-01-01;12:45;86.2520;23.7388;1.3259;111.3166;81.5514;23.1337;104.6851;109.1860;153.4766;2
2005-01-01;13:00;86.7077;24.4318;1.2860;112.4255;78.2887;23.2472;101.5360;106.4560;150.3284;2
2005-01-01;13:15;86.8033;24.8036;1.2391;112.8461;74.7955;23.0407;97.8362;102.8606;146.1517;2
2005-01-01;13:30;86.8967;24.7254;1.1877;112.8098;71.3838;22.3909;93.7747;98.4156;140.9645;2
2005-01-01;13:45;82.8792;25.5959;1.1080;109.5831;64.7693;22.7144;87.4837;93.1481;134.7890;2
